building final energy by tech
scenario,region,sector,subsector,input,technology,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2080,2095,Units,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural televisions,electricity,elect_td_bld,television,8.53182E-5,3.05419E-4,4.45306E-4,4.58475E-4,3.75105E-4,4.70835E-4,5.15189E-4,5.63403E-4,5.90108E-4,6.02887E-4,5.994E-4,5.94177E-4,5.76997E-4,5.52101E-4,5.21456E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural ventilation,electricity,elect_td_bld,ceiling fan (hi-eff),8.24998E-5,2.95601E-4,4.309E-4,4.438E-4,3.63419E-4,4.55758E-4,4.95871E-4,5.40028E-4,5.6667E-4,5.84849E-4,5.95242E-4,6.05791E-4,6.03962E-4,5.93341E-4,5.69941E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural ventilation,electricity,elect_td_bld,ceiling fan (lo-eff),4.43999E-5,1.591E-4,2.321E-4,2.389E-4,1.95419E-4,2.4673E-4,2.77676E-4,3.09374E-4,3.22478E-4,3.16732E-4,2.862E-4,2.51289E-4,2.11934E-4,1.7135E-4,1.42359E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural water heaters,electricity,elect_td_bld,electric water heater,2.58988E-5,9.27037E-5,1.351E-4,1.39101E-4,1.2328003000000001E-4,1.2108777E-4,1.0906143E-4,9.89952E-5,9.145394E-5,8.113907999999999E-5,8.168138999999999E-5,8.114846E-5,7.893071E-5,7.574964E-5,7.313556E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural water heaters,refined liquids,refined liquids enduse,LPG water heater,1.52993E-5,4.29017E-5,6.09999E-5,4.98002E-5,5.040555E-5,6.492781E-5,7.194711E-5,7.9812E-5,8.440711E-5,8.784841E-5,8.815992E-5,8.794485E-5,8.530145E-5,8.103137999999999E-5,7.491209E-5,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid rural water heaters,solar,global solar resource,solar water heater,0.0,0.0,0.0,0.0,3.08388E-7,1.041029E-6,1.5734080000000003E-6,2.086336E-6,2.378695E-6,2.6355599E-6,2.565775E-6,2.4985646E-6,2.3956601000000003E-6,2.2677465E-6,2.102014E-6,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban air conditioners,electricity,elect_td_bld,air conditioner (hi-eff),1.50964E-5,5.41936E-5,7.9E-5,8.12946E-5,4.77547E-5,1.187759E-4,1.638868E-4,2.135545E-4,2.5781809999999997E-4,3.189218E-4,3.8460229000000004E-4,4.5782794E-4,5.311176E-4,5.993901E-4,6.473779000000001E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban air conditioners,electricity,elect_td_bld,air conditioner (lo-eff),5.20875E-5,1.86478E-4,2.72E-4,2.80081E-4,1.64527E-4,4.09126E-4,5.728350000000001E-4,7.576514E-4,9.167628E-4,0.0011051512,0.001249941,0.0013526078,0.0014140195,0.001437314,0.0014365275,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban cooking,biomass,delivered biomass,biomass,8.39943E-4,7.9978E-4,0.00111219,8.18398E-4,1.24041E-4,3.64626E-4,5.83335E-4,8.29717E-4,0.00100299,0.00121697,0.00141826,0.00159294,0.00174566,0.00187945,0.00197061,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban cooking,coal,delivered coal,coal,0.0,0.0,0.0,0.0,0.0019016,0.00528937,0.00781893,0.0108834,0.0139876,0.0179399,0.0221006,0.0255948,0.0281521,0.030185,0.0314093,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban cooking,electricity,elect_td_bld,electricity,7.9985E-7,2.70027E-6,3.89995E-6,4.09999E-6,4.27237E-5,1.26684E-4,2.16926E-4,3.35585E-4,4.57747E-4,6.01792E-4,6.97877E-4,8.02757E-4,9.30576E-4,0.00103717,0.00122771,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban cooking,gas,delivered gas,gas,0.0,0.0,0.0,0.0,2.81431E-4,7.70741E-4,0.00120468,0.00166964,0.00205389,0.00256208,0.00294137,0.00331173,0.00369275,0.00398857,0.00415511,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban cooking,refined liquids,refined liquids enduse,refined liquids,7.40961E-4,0.00208141,0.00295846,0.00241499,4.13047E-5,1.21646E-4,1.93397E-4,2.83367E-4,3.7567E-4,4.91299E-4,6.06086E-4,7.01667E-4,7.71001E-4,8.29069E-4,8.52362E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban cooking,traditional biomass,traditional biomass,traditional biomass,6.70374E-4,7.62876E-4,9.85488E-4,8.07698E-4,0.0029212,0.00684238,0.00850593,0.010262,0.011689,0.0136987,0.0154884,0.0169503,0.0181829,0.0191703,0.0198889,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban lighting,electricity,elect_td_bld,bulb,9.64021E-5,3.45205E-4,5.03399E-4,5.18303E-4,2.83214E-4,7.97068E-4,0.00124454,0.00180339,0.00223079,0.00265571,0.00272335,0.00257469,0.00224754,0.00174087,0.00137514,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban lighting,electricity,elect_td_bld,cfl,7.40016E-6,2.66004E-5,3.87999E-5,4.00003E-5,2.22804E-5,6.16015E-5,9.13826E-5,1.28904E-4,1.68246E-4,2.29183E-4,3.03845E-4,3.95209E-4,4.99884E-4,6.05586E-4,7.20448E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban lighting,electricity,elect_td_bld,led,8.00017E-7,3.00004E-6,4.39999E-6,4.50003E-6,2.42583E-6,6.08621E-6,7.32514E-6,8.27153E-6,9.09094E-6,1.03972E-5,1.18705E-5,1.17663E-5,9.92013E-6,7.72617E-6,4.89411E-6,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban lighting,electricity,elect_td_bld,tubelight,4.25009E-5,1.52102E-4,2.21699E-4,2.28301E-4,1.28312E-4,3.38015E-4,4.68132E-4,6.11694E-4,7.6689E-4,9.90613E-4,0.00123821,0.00147859,0.00170241,0.00191041,0.00203081,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban lighting,refined liquids,refined liquids enduse,kerosene lamp,4.90011E-6,1.39002E-5,1.97E-5,1.61001E-5,3.47007E-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban other appliances,electricity,elect_td_bld,other appliances,1.131E-4,4.049E-4,5.905E-4,6.08E-4,3.46302E-4,8.98983E-4,0.00126864,0.00168932,0.00206931,0.00255948,0.00299864,0.00337563,0.00369026,0.00393362,0.00411083,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban refrigerators,electricity,elect_td_bld,refrigerator (hi-eff),0.0,0.0,0.0,0.0,0.0,2.14195E-5,5.61549E-5,1.1625410000000001E-4,2.1411880000000001E-4,3.6771649E-4,5.7338115E-4,8.008172E-4,0.0010250635999999999,0.0012198196999999998,0.001364924,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban refrigerators,electricity,elect_td_bld,refrigerator (lo-eff),1.09375E-4,3.92969E-4,5.72656E-4,5.89844E-4,3.36235E-4,8.34511E-4,0.001130423,0.0014259289999999998,0.001604462,0.0017808630000000002,0.0018021479000000003,0.0017207581,0.0015835964,0.001434036,0.0013211505,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban televisions,electricity,elect_td_bld,television,8.72716E-5,3.12476E-4,4.55703E-4,4.69187E-4,2.63634E-4,7.06037E-4,0.00101729,0.00138128,0.00172182,0.00216937,0.00258225,0.00294995,0.00326916,0.00352985,0.0037371,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban ventilation,electricity,elect_td_bld,ceiling fan (hi-eff),6.73003E-5,2.41201E-4,3.51801E-4,3.62201E-4,2.0369E-4,5.44958E-4,7.80451E-4,0.00105492,0.00131699,0.00167599,0.00204231,0.00239578,0.00272633,0.00302299,0.00325559,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban ventilation,electricity,elect_td_bld,ceiling fan (lo-eff),3.63001E-5,1.299E-4,1.89401E-4,1.951E-4,1.09599E-4,2.95209E-4,4.37313E-4,6.04731E-4,7.49939E-4,9.08207E-4,9.82548E-4,9.94344E-4,9.5716E-4,8.73367E-4,8.1344E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban water heaters,electricity,elect_td_bld,electric water heater,1.10994E-5,3.97003E-5,5.78973E-5,5.97011E-5,3.6024E-5,5.65956E-5,6.130959999999999E-5,6.92089E-5,7.872631E-5,9.230330000000001E-5,1.0869765E-4,1.2300144E-4,1.3550612E-4,1.4598121E-4,1.5697531E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban water heaters,refined liquids,refined liquids enduse,LPG water heater,6.09966E-6,1.72001E-5,2.43988E-5,1.99004E-5,1.2008E-5,3.249E-5,4.703578E-5,6.385783E-5,7.920443E-5,9.924527000000001E-5,1.1740462999999999E-4,1.3393998E-4,1.4680656000000002E-4,1.5595179E-4,1.593466E-4,0.0,0.0,EJ,
"Ref,date=2022-16-6T11:42:43-07:00",SamutPrakan,resid urban water heaters,solar,global solar resource,solar water heater,0.0,0.0,0.0,0.0,0.0,6.34502E-7,1.227326E-6,1.847988E-6,2.3462450000000003E-6,2.947438E-6,3.3828649999999995E-6,3.7805708E-6,4.110723E-6,4.362824000000001E-6,4.4753580000000005E-6,0.0,0.0,EJ,
